episode,reward
0,9.92276000976591
1,11.77316284179716
2,35.49583435058622
3,1.9687347412112217
4,2.123718261719034
5,38.0570831298831
6,17.613754272460938
7,33.0069122314456
8,21.914855957031534
9,22.96185302734375
10,0.340362548828125
11,21.156066894531534
12,17.41986083984375
13,15.863677978515625
14,19.40696716308622
15,55.93955993652372
16,13.73846435546875
17,34.43803405761719
18,9.48281860351591
19,23.986022949219034
20,20.965576171875
21,39.71142578125
22,33.85398864746122
23,-0.14814758300752828
24,29.13815307617216
25,62.05496215820341
26,13.57931518554716
27,42.50274658203125
28,29.526458740234375
29,24.692031860351562
30,27.277832031250284
31,47.86888122558594
32,48.06571960449219
33,25.249771118164347
34,23.47396850585966
35,32.00421142578125
36,8.034286499023438
37,26.903335571289347
38,39.83839416503906
39,35.09567260742216
40,34.099609375000284
41,48.14048767089844
42,57.42538452148466
43,48.44764709472685
44,18.383377075195597
45,35.335693359375
46,11.100296020508097
47,5.354339599609659
48,41.87754821777372
49,31.37908935546875
50,27.223281860351847
51,30.494522094726562
52,16.90501403808622
53,22.775039672851562
54,63.55224609375
55,44.28260803222685
56,53.32835388183622
57,43.37953186035156
58,30.742553710937784
59,15.453857421875284
60,38.52210998535156
61,13.156494140625
62,36.3567657470706
63,23.52642822265625
64,22.156570434570312
65,22.425109863281534
66,36.706756591796875
67,47.53509521484375
68,8.681045532226562
69,42.44021606445341
70,49.52386474609375
71,-1.5759124755859375
72,51.83137512207031
73,12.64804077148466
74,16.24998474121122
75,64.77159118652344
76,34.646850585937784
77,44.43080139160156
78,32.453186035156534
79,20.495758056640625
80,33.931701660156534
81,57.89385986328125
82,25.10716247558622
83,33.552154541015625
84,19.78140258789091
85,32.85574340820341
86,19.20562744140625
87,37.48359680175781
88,38.66636657714844
89,50.61289978027344
90,34.868164062500284
91,32.58805847167997
92,58.20185852050781
93,31.058441162109375
94,34.75886535644531
95,22.69235229492216
96,28.324096679687784
97,41.75555419921875
98,39.662872314453125
99,29.619857788085938
100,74.08964538574219
101,42.14689636230469
102,42.66389465332031
103,28.481063842773438
104,45.59712219238281
105,35.339569091796875
106,26.369903564453125
107,27.819061279296875
108,45.06639099121094
109,62.82086181640625
110,27.426681518554688
111,49.53062438964844
112,50.36631774902344
113,57.8777618408206
114,44.21440124511719
115,47.0785675048831
116,60.35916137695341
117,49.55119323730497
118,50.17141723632841
119,55.94660949707031
120,68.21112060546903
121,52.33088684082031
122,63.15846252441406
123,72.51123046875
124,66.3346710205081
125,13.88699340820341
126,17.642456054687784
127,59.84355163574219
128,48.57992553710966
129,36.01116943359375
130,67.15512084960938
131,43.183654785156534
132,75.62294006347656
133,36.78569030761747
134,67.96580505371094
135,31.52354431152372
136,33.83126831054716
137,54.904418945312784
138,66.60874938964844
139,60.70991516113281
140,83.16737365722656
141,67.6408233642581
142,14.333206176758097
143,34.29576110839844
144,50.18702697753906
145,55.92027282714872
146,54.01864624023466
147,63.76498413085966
148,68.15907287597685
149,59.400604248046875
150,67.14512634277372
151,56.2943878173831
152,74.25569152832031
153,84.14958190917997
154,78.7090606689456
155,80.50836181640625
156,59.31687927246122
157,88.49664306640653
158,81.81832885742188
159,40.782958984375284
160,69.09585571289091
161,72.30960083007812
162,40.69065856933594
163,65.22775268554716
164,69.97026062011719
165,63.336883544921875
166,65.59483337402372
167,72.45001220703153
168,61.278503417969034
169,60.889465332031534
170,65.69320678710966
171,69.01127624511747
172,44.713531494140625
173,74.48782348632841
174,62.81675720214872
175,62.343048095703125
176,48.7197265625
177,60.731231689453125
178,67.08557128906278
179,80.1365966796875
180,89.53729248046903
181,63.997131347656534
182,71.60263061523438
183,60.07388305664091
184,55.372833251953125
185,43.692810058594034
186,54.265075683594034
187,63.53306579589844
188,50.965637207031534
189,63.579528808594034
190,71.18780517578125
191,45.29994201660185
192,72.86112976074247
193,59.96284484863281
194,32.593017578125284
195,53.90725708007841
196,59.056304931640625
197,42.870819091796875
198,76.87191772460938
199,73.92973327636747
200,71.04774475097656
201,42.69984436035185
202,63.17753601074219
203,63.80751037597656
204,68.75755310058622
205,44.53974914550781
206,56.142425537109375
207,53.542846679687784
208,84.07012939453153
209,56.69386291503906
210,39.48728942871094
211,83.91592407226562
212,81.74127197265625
213,80.12117004394531
214,56.93641662597656
215,46.486328125
216,35.25096130371094
217,60.417388916015625
218,65.64262390136747
219,48.75932312011747
220,42.889160156250284
221,67.3528594970706
222,58.61497497558622
223,81.64495849609403
224,61.559722900390625
225,71.4752960205081
226,56.97084045410185
227,84.08331298828153
228,84.27455139160156
229,40.706085205078125
230,40.96107482910156
231,63.90455627441406
232,82.28565979003935
233,82.82522583007841
234,71.11471557617188
235,40.24137878417997
236,65.76483154296875
237,90.10949707031278
238,74.88043212890625
239,69.3925323486331
240,57.564971923828125
241,24.386154174804688
242,85.97573852539062
243,62.33168029785185
244,75.89285278320312
245,54.0415802001956
246,67.98255920410185
247,65.25015258789091
248,58.34764099121094
249,51.67167663574247
250,85.78526306152372
251,79.7934112548831
252,65.4483642578125
253,49.14337158203125
254,67.75294494628906
255,64.63331604003935
256,35.529052734375
257,84.33050537109403
258,59.83595275878935
259,83.29962158203125
260,43.75718688964844
261,54.88475036621122
262,39.465576171875284
263,56.37051391601591
264,76.74911499023466
265,62.35746765136747
266,53.7232208251956
267,63.6038360595706
268,55.9917755126956
269,74.69555664062528
270,77.68539428710966
271,61.77809143066406
272,78.5518341064456
273,81.96630859375028
274,61.965148925781534
275,63.284515380859375
276,65.65309143066435
277,66.15173339843778
278,60.892456054687784
279,88.12193298339872
280,68.74359130859403
281,78.51861572265625
282,79.35214233398466
283,70.51579284667997
284,70.60848999023466
285,57.51371765136747
286,74.84773254394531
287,71.6142120361331
288,66.83276367187528
289,38.71650695800781
290,53.67140197753935
291,86.15605163574247
292,67.43019104003935
293,50.23936462402372
294,88.98167419433594
295,68.12113952636747
296,64.10870361328125
297,63.538299560546875
298,82.8299102783206
299,62.646240234375284
300,85.03791427612302
301,73.12752532958987
302,93.77511596679688
303,75.52809143066435
304,54.02193450927737
305,62.84783935546875
306,79.14054870605497
307,58.80731201171875
308,64.71401977539091
309,49.14346313476591
310,51.89451599121122
311,68.42378234863281
312,45.169311523437784
313,55.63230895996122
314,50.409179687500284
315,81.91400146484403
316,83.0465850830081
317,80.05984497070312
318,72.54673767089872
319,64.99703979492188
320,58.25984191894531
321,47.75785827636753
322,54.358978271484375
323,54.75665283203125
324,72.19548034667969
325,54.815338134765625
326,63.021034240723395
327,78.17913818359403
328,36.65699768066406
329,57.73814392089872
330,56.03585815429716
331,75.06930541992188
332,20.330856323242188
333,78.74722290039062
334,46.543060302734375
335,82.36552429199219
336,61.751983642578125
337,76.49200439453153
338,65.1694488525392
339,76.11894226074219
340,58.047637939453125
341,45.111724853515625
342,53.70994567871094
343,74.08596801757841
344,57.12904357910185
345,93.63029479980497
346,43.283950805664375
347,63.27282714843753
348,57.39035034179716
349,64.85807800292969
350,34.07281494140625
351,58.32197570800781
352,58.816772460937784
353,61.63459777832031
354,69.48175048828139
355,74.83604431152372
356,55.24552917480469
357,57.372772216796875
358,53.26129150390625
359,81.1883544921875
360,60.9760437011719
361,66.41860961914062
362,58.79913330078125
363,69.01144409179716
364,66.88856506347685
365,61.20346069335966
366,52.48954772949247
367,69.25906372070341
368,51.555053710937784
369,74.77497863769531
370,52.48832702636719
371,52.120178222656534
372,51.06454467773466
373,81.21255111694376
374,53.24847412109375
375,70.60464477539062
376,56.72631072998021
377,81.59429931640625
378,48.78392028808594
379,38.536773681640625
380,65.696044921875
381,68.83271789550781
382,79.8340606689456
383,102.67442321777344
384,53.52972412109375
385,72.26750183105497
386,58.39436340331963
387,59.088836669921875
388,77.76921844482396
389,51.273284912109375
390,66.52378845214844
391,60.77134704589804
392,73.33987426757841
393,71.92199707031278
394,59.833496093750284
395,72.69694519042969
396,78.60923767089844
397,53.859100341796875
398,89.2861328125
399,58.63929748535156
400,65.36013793945312
401,87.98275756835952
402,60.57997131347685
403,61.60563659667997
404,65.5895538330081
405,79.31076049804688
406,92.52648925781253
407,86.15682983398438
408,90.28962707519531
409,56.765960693359375
410,67.087081909179
411,78.03399276733367
412,73.55419921875028
413,88.046630859375
414,69.13533020019531
415,25.00798034667997
416,77.28569793701175
417,81.3404541015625
418,85.47134399414023
419,59.07191467285185
420,73.21871948242119
421,71.61787414550781
422,79.65702819824219
423,55.81089019775365
424,61.75028991699219
425,81.74955749511719
426,56.247070312500284
427,93.69914245605469
428,70.50344848632812
429,78.0302734375
430,75.03181457519531
431,78.62879943847656
432,27.089630126953125
433,48.098419189453125
434,62.644165039062784
435,38.932807922363025
436,90.193603515625
437,76.81521606445355
438,78.54388427734409
439,-264.61114501953125
440,64.43621826171875
441,80.513427734375
442,67.16430664062528
443,70.09379577636719
444,45.828979492187784
445,72.14382171630862
446,65.57164001464844
447,60.048126220703125
448,79.9358673095706
449,91.82714080810521
450,90.5607070922849
451,92.07861328125
452,79.48509216308594
453,92.55407714843764
454,94.57609558105469
455,93.0968017578125
456,87.51863098144531
457,83.55937957763646
458,91.62612915039062
459,89.51682662963907
460,71.82387542724612
461,75.89337158203153
462,65.95806884765625
463,68.75846862792997
464,55.29773712158109
465,85.13139343261719
466,81.8789215087885
467,77.412353515625
468,61.557159423828125
469,61.17921447753935
470,62.707824707031534
471,77.82701110839844
472,72.39698028564499
473,86.02424621582031
474,72.5
475,27.338241577148438
476,74.46206665039062
477,89.95622253417969
478,82.81295776367216
479,98.80436325073282
480,86.99601745605469
481,63.708251953125284
482,64.40402221679688
483,99.90702819824219
484,92.31199645996122
485,63.300781250000284
486,76.20123291015625
487,64.2236328125
488,87.79006958007812
489,88.0289306640625
490,59.084747314453125
491,77.89653015136747
492,79.29417419433622
493,56.25759887695341
494,83.11647033691406
495,83.71624755859375
496,82.67214965820244
497,62.39768981933622
498,72.75863647460938
499,95.12950134277344
